danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse,danish_prompt_score,english_prompt_score,danish_language_prediction_on_english_steered,english_predicted_output_without_steering
". På jorden stod han, men havde ingen magt over dyrene, ingen over dem der levede ude på landjorden, ingen over dem der levede ude i","  ""We're going to have a fight, because Noah was a bully. And we're going to have a fight, because Noah was a bully.""  ""Noah's a bully,"" Noah sagde. ""Og Noah var en bully. Og det er vi også. Og derfor har vi altid været som vi er.""  ""Og derfor er vi altid som vi er.""  ""Vi","Dette er Noas Slægtebog. Noa var en retfærdig, ustraffelig Mand blandt sine samtidige; Noa vandrede med Gud.","This is the history of the generations of Noah. Noah was a righteous man, blameless among the people of his time. Noah walked with God.",15,5,145,1.0,0.29,0.71,"    ""The God of Israel was good to him, for he had forgiven him the sins of his fathers, and he was kind to him, and he was good to his servants. But the God of the LORD was evil to him, and he was angry with him. So the LORD had a great anger against him, and he was angry with him. But the LORD had a great anger against him,"
" Og da hans mand døde, førte han ikke nogen arv; han lod sine brødre og sine brødre efterkommere arveskylden løbe om; da", noah walked med gud. noah gik med gud. noah gik med gud. noah gik med gud. noah gik med gud. noah gik med gud. noah gik med gud. noah gik med gud. noah gik med gud. noah gik med gud. noah gik med gud,"Noa avlede tre Sønner: Sem, Kam og Jafet.","Noah became the father of three sons: Shem, Ham, and Japheth.",15,5,146,1.0,0.0,1.0,". he was the son of the righteous, and was not an evil man.     so his children were his sons. he was the son of the righteous. he was not a bad man.     so the genealogy is not a problem.<|endoftext|>"
 noach blev en kristen mand af hjertet. noah tilbad gud og blev til. noa gik i rette med menneskene; noas sønner fik," he walked med menneskerne. han var en god mand, der gjorde ret. han gik sammen med gud. han gik med menneskerne.    ""I will be the first to admit that I am a little lost in the jungle of my own mind. Jeg vil være den første til at indrømme, at jeg er lidt","Noa avlede tre Sønner: Sem, Kam og Jafet.","Noah became the father of three sons: Shem, Ham, and Japheth.",15,5,146,1.0,0.0,1.0, noah was the first man to walk on water. noah was the first man to walk on land. noah walked on water. noah walked on land. noah walked on land. noah walked on land. noah walked on land. noah walked on land. noah walked on land. no
" 4 Sem er sønn av Nethniel, og kam av Kain. Jafets sønn er Isais sønn på fjellet. Han","  Danish: Noah blev far til tre sønner: Shem, Ham og Japheth.    English: He had to be on a level, he had to be at a level, and he had to be above the horizon.  Danish: Han skulle være på et niveau, han skulle være på et niveau, og han skulle være over horisonten.    English: For this","Men Jorden fordærvedes for Guds Øjne, og Jorden blev fuld af Uret;","The earth was corrupt before God, and the earth was filled with violence.",15,5,147,0.0,0.02,0.98,"  The second son of Noah was named shem. He was born in the spring of the second year of the reign of the first king of Israel. Shem was named after the son of Noah, Abraham, who was the father of Isaac.  In the second year of the reign of the first king of Israel, the second son of Noah was named shem. Shem was born in the"
"
På den annen side hadde vi også et barn, født av hans mor en 64 år gammel jente fra Aumark i Frikirke","  Iben: Are there any other interesting aspects about this article?  Laurits: As a result of Noah's ark, the Ark of the Covenant was created, the covenant of God's folk, and the Torah was written down.  Iben: What was the importance of the ark?  Laurits: The ark of the covenant was","Men Jorden fordærvedes for Guds Øjne, og Jorden blev fuld af Uret;","The earth was corrupt before God, and the earth was filled with violence.",15,5,147,0.0,1.0,0.0,.<|endoftext|>
" for han gjorde den retfærdig. 35:21 HERREN svarede: ""O Lammebarn, hør min røst! Jeg siger","    Jeg er også en af dem, der har det med at få lidt af hvert. ->  I'm one of those, that is, that I like to have some of each.    Vi har været i gang med en fælles kamp for at få vores sag igennem. ->  We have been trying to get a fight started on behalf of our case.    Jeg kan godt lide at være i køkkenet","og Gud så til Jorden, og se, den var fordærvet, thi alt Kød havde fordærvet sin Vej på Jorden.","God saw the earth, and saw that it was corrupt, for all flesh had corrupted their way on the earth.",15,5,148,1.0,0.0,1.0,".     In short, he was wrong.<|endoftext|>"
" for Guds ansigt er retfærdigt,
2. Jeg hørte noget i ørkenen, og da kom Moses til mig og sagde: »Ånd",".  Det er ingen tvivl om, at Gud før skabte verden, og at jorden var korrupt, og jorden var fyldt med vold.<|endoftext|>","og Gud så til Jorden, og se, den var fordærvet, thi alt Kød havde fordærvet sin Vej på Jorden.","God saw the earth, and saw that it was corrupt, for all flesh had corrupted their way on the earth.",15,5,148,1.0,0.0,1.0,"    The bible says, ""He is the God of the earth.""    The bible says, ""He is the God of the earth.""    The bible says, ""He is the God of the earth.""    The bible says, ""He is the God of the earth.""    The bible says, ""He is the God of the earth.""    The bible says, ""He is the"
"
4 Og se; da stod der et uhyre menneske sammen med ham og et vildt dyr foran dem.
5 ""Ved I ikke, at","  6:23: ""Men derpå sagde han til dem: ""Saa siger HERREN: Hvorledes skulde I kunne forstaa den Verden, hvormed Jorden er blevet udryddet?  4:16: ""Hvis jeg havde set, at jeg skulde dø, da var jeg ikke kommet til Verden; men dersom jeg havde set, at jeg skulde blive","Da sagde Gud til Noa: ""Jeg har besluttet at gøre Ende på alt Kød, fordi Jorden ved deres Skyld et fuld af Uret; derfor vil jeg nu udrydde dem af Jorden.","God said to Noah, ""The end of all flesh has come before me, for the earth is filled with violence through them. Behold, I will destroy them with the earth.",15,5,149,1.0,0.0,1.0,"      2.2.1.2.1 The earth is corrupt     In the Book of Genesis, God tells us that God created the earth. God said to him, ""I created the earth, and I made it perfect.      In the Book of Genesis, God tells us that God created the earth. God said to him,"
" 
V. 19-20 - At dø, mens man ser Guds herlighed er ikke godt! Gud har sin plan for menneskene",.<|endoftext|>,"Da sagde Gud til Noa: ""Jeg har besluttet at gøre Ende på alt Kød, fordi Jorden ved deres Skyld et fuld af Uret; derfor vil jeg nu udrydde dem af Jorden.","God said to Noah, ""The end of all flesh has come before me, for the earth is filled with violence through them. Behold, I will destroy them with the earth.",15,5,149,0.99,0.76,0.01," And they went on to the land of Egypt. 30:34 Then he went out to the country of Samaria, and there he saw that all that had been taken from them had been taken away from him. 30:35 Then he went out to the land of the Ammonites, and there he saw that they had taken away from him"
"
31 ""God said to Noah: ""O you of Israel! I will wipe the skin off all flesh. Because of its wrongs,"," for dem er der jo ikke mere, og dem skal der ikke mere være. 15Og jeg vil gøre jer til et folk, der skal bo på en øde ø, og i skal være til evig tid. 16Men den, der bor på den øde ø, skal blive til en ild og",Men du skal gøre dig en Ark af Gofertræ og indrette den med Rum ved Rum og overstryge den med Beg både indvendig og udvendig;,"Make a ship of gopher wood. You shall make rooms in the ship, and shall seal it inside and outside with pitch.",15,5,150,0.0,0.0,1.0," 25 Then the Lord said to me, ""I will destroy you, O my servant, by the sword, and by the spear. 26 I will destroy you by the sword, O my servant, and by the spear. 27 Then you will die, O my servant, and you"
"
Now when he passed through the land on both sides of the Red Sea, he found the ark there, and the earth had taken on a new"," 27 Menneskeslægten er fortabt. 28 Menneskeslægten er fortabt, for at de ikke skal se Guds herlighed, som er i Kristus Jesus, men de skal se en ondskab, som er i Gud."" 29 Derfor, I",Men du skal gøre dig en Ark af Gofertræ og indrette den med Rum ved Rum og overstryge den med Beg både indvendig og udvendig;,"Make a ship of gopher wood. You shall make rooms in the ship, and shall seal it inside and outside with pitch.",15,5,150,0.0,0.0,1.0," and i will set fire to the land, and they shall be a wilderness.""  Then Noah was angry with the earth, and said to the LORD, ""I will not kill them, for they are in the land of Egypt. I will set fire to them, and they shall be a wilderness"
" ellers risikerer du at brænde noget af til den lille havebænk, den lille gang, den lille terrasse, den lille dør eller hvad ved jeg…",". the ship shall be made of gopher wood, og det skal være en stor dør ind til skibet, og skibet skal være bygget af gopher træ.<|endoftext|>","og således skal du bygge Arken: Den skal være 300 Alen lang, 50 Alen bred og 30 Alen høj;","This is how you shall make it. The length of the ship will be three hundred cubits, its breadth fifty cubits, and its height thirty cubits.",15,5,151,1.0,0.0,1.0," you shall make a bridge over the river, and shall put a boat therein, and shall put a cannon therein, and shall make a great tent.  31:20 And you shall make a door in the ship, and a door in the boat, and a door in the ship and the boat and the ship and the boat and the ship"
" det skal væ re et rum, for hvert rum i din bolig; jeg kalder dette rum en ark af gofertræ ; den skal væl ges"," 3. I vil bygge et skib af gopher træ, og du skal lave rum i skibet, og skal forsegle det inde og ude med pitch. 3. Jeg vil bygge et skib af gopher træ, og du skal lave rum i skibet, og skal forsegle det inde og ude med pitch. 3. Jeg vil bygge et skib","og således skal du bygge Arken: Den skal være 300 Alen lang, 50 Alen bred og 30 Alen høj;","This is how you shall make it. The length of the ship will be three hundred cubits, its breadth fifty cubits, and its height thirty cubits.",15,5,151,1.0,0.0,1.0," and you shall make a great house in the ship, and shall be called the Temple of the Goddess. and you shall build a great altar in the temple. and you shall have a great king in the temple, and shall be called the King of the Goddess. and you shall have a great queen in the temple, and shall be called the Queen of the"
 men 10 alen i den første side og 4 i den anden side; og 10 alen i tredje side og 1,".  36. Og nu, lad os tale om, hvordan du skal gøre det. skibets længde vil være tre hundred cifre, dets bredde femten cifre, og dens højde tredive cifre.<|endoftext|>","du skal anbringe Taget på Arken, og det skal ikke rage længer ud end een Alen fra oven; på Arkens Side skal du sætte Døren, og du skal indrette den med et nederste, et mellemste og et øverste Stokværk.","You shall make a roof in the ship, and you shall finish it to a cubit upward. You shall set the door of the ship in its side. You shall make it with lower, second, and third levels.",15,5,152,1.0,0.0,1.0," The sail will be thirty cubits high, the keel eight cubits long, and its breadth five cubits. The weight of the ship is sixteen hundred cubits, and the weight of the hull sixteen hundred cubits. The hull of the ship is ten cubits high, and the hull of the hull sixteen cub"
