danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse,danish_prompt_label,danish_prompt_score,english_prompt_label,english_prompt_score
" Med denne begyndende skabelse, indså Gud mennesket så det ville han skabe mennesker, han ønskede at have sammen. Mennesket er altså det",".    Trin 1: Find ud af, hvilken type af mennesker du er, og hvad der motiverer dig.    Trin 2: Hvad motiverer dig?    Trin 3: Hvad er dit problem?    Trin 4: Er der en løsning?    Trin 5: Er du klar?    <|endoftext|>","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,19,10,0,dan,1.0,dan,1.0
" Når du lærer at gøre dette, begynder du at bruge din egen evne til at finde den rette vej mod mere succes og rigdom i dit liv.","  16 Og som det første menneske skabte Gud først både den, der fødes, og den, der sættes i den, og først dem, der er først, som skal efterfølge dem, der er først. 17 Men den, der først er kommet til, skal først efterfølge den, der først blev født, 18 og som første blandt alle de første skal efterfølge den, der først blev først. ","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,20,10,0,dan,1.0,dan,1.0
" Jeg er en mand, en mand fra en krigerfamilie. Han var konge i den tid. Han blev dræbt i første angreb... og så overlev","  Hvornår var det første skridt til at blive et menneske? ->   hvornår var det første skridt til at blive et menneske?  Men det er ikke det, der skal til, for at man kan udrydde en befolkning. ->  Det er ikke det, der kræves for at udrydde en befolkning.  Små børn skal ikke ind i bilen eller på offentlig transport. ->  Små børn bør ikke ind i","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,21,10,0,dan,1.0,dan,1.0
" Han skabte det ud fra et princip, som alle mennesker er enige om. Hvorfor er hans væsen i sig selv vigtigt?  Den største gave, du",.<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,22,10,0,dan,1.0,eng,0.76
"

Det blev også påpeget, at de nye regler vil kunne anvendes til udvisning af jøder fra lande, hvor de kan have begået vold mod","    dansk: 22:19 Og da jeg nu har talt med eder alle, da vil jeg give eder et Middel til at holde de Tider, som jeg har talt med eder om.  engelsk: 22:19 And now that I have spoken with you all, I will give you a way to keep the days that I have spoken with you.    dansk: På den måde kan du vælge den","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,23,10,0,dan,1.0,dan,1.0
" - I de fleste verdener er der også overnaturlige væsner, der spiller en stor rolle i et spil. - Det er vigtigt at forstå", The heavy good and the earth. The heavens and the earth. The heavy I. The heav i. the heavy 1. I. the 2. the 3. the 4. the 5. the 6. the 7. The 8. the 8. the 9. the 10. the 10. the 10. the 10. the ,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,0,15,0,dan,1.0,eng,1.0
" ->
The first man used magic to create the divine, the earth and angels.

Hvornår skal man se på vejret i Kitch","    ""Hvað var það sem skapaði himin og jörðina?      ""Hvað var það sem skapaði himin og jörðina?""        ""Hvað var það sem skapaði himin og jörðina?""        ""Hvað var það sem skapaði himin og jörðina?""  ""Hvað var það skapaði himin og jörðina?""    ""Hvað","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,1,15,0,eng,1.0,isl,1.0
 Hvis han ikke havde gjort det hvorfor har englen da lavet himlen og jorden? - for at de andre engle kan se og føle deres gud og,   >   >   >   >   >   >   >   >   >   >   >   >   >   >   >   >   >   >   >   >   >   >   >   >   >   >   >   >   > ,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,2,15,0,dan,1.0,smj,1.0
"
Men så snart disse to skabte himlene og jorden og skabte havet, da sagde Adam til sine børn: ""Læg dig på ryggen på jorden",    In the beginning god created the heavens and the earth.    In the beginning god created the heavens and the earth.    In the beginning god created the heavens and the earth.    In the beginning god created the heavens and the earth.    In the beginning god created the heavens and the earth.    In the beginning god created the heavens and the earth.    In the,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,3,15,0,dan,1.0,eng,1.0
" De senere begivenheder har givet videnskaben en ny grundvold.
Den moderne videnskab er i langt større grad end tidligere videnskab baseret på opdagelser der er",  Engelsk: Gud skabte himmelen og jorden.    Engelsk: It is so easy to just be yourself.  Dansk: Det er så nemt at være dig selv.    Engelsk: But he does not have a choice.    Engelsk: I have the option to make a decision.    Engelsk: The one who is the one who has the choice.    Dansk: Jeg havde glemt at få min pakke i dag.,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,4,15,0,dan,1.0,eng,0.99
"
Engelsk: At first was the creation of God the heaven and earth.

2. Dansk: Hvad er den bedste måde at tjene penge online",.<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,5,15,0,eng,0.99,eng,0.76
" Da disse tre ting først blev til en, ved du intet om den måde alting kom til at fungere på. De tre ting tilsammen var alt godt;","    15:12,17,18,19,20,21,22,33,44,55,66,77,88,99,10,11,12,13,14,15,16,17,18,19,20,21,32,33","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,6,15,0,dan,1.0,sms,0.42
" ->
Then, God sent angels to tell them what they needed to know.
Der er også masser af gratis programmer tilgængelige fra den side. ->"," Det er en af de ting der gør mig glad og taknemmelig. Det er jo en fin ide, og en god ide. Men jeg er lidt i tvivl om hvordan man skal måle vægten? Skal den måles i kilo eller i gram? Og hvor lang tid tager det?  Mette: Jeg synes også at det er en rigtig god ide, men jeg tror desværre ikke at det er muligt at måle i gram, men det kan","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,7,15,0,dan,1.0,dan,1.0
" ->
The gods were not in the beginning to create heaven and earth.

Huset er beliggende på et bjerg i nærheden af landsbyer og",.  engelsk<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,8,15,0,dan,1.0,smn,0.98
" ->
At the beginning, there was a void between heaven and earth.

Og så er der de mennesker, som er blevet syge. ->",.<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,9,15,0,dan,1.0,eng,0.76
" Men gud skabte jorden og himlen, derfor er det også ikke sandt at jorden blev skabt uden en gud. Og det er ikke forkert at gud skabte himlen",.<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,10,15,0,dan,1.0,eng,0.76
"
2131379090105496100
246640450",   Micah: Dude det er også et af de mest geniale forsøg på at gøre det til et spørgsmål. Det er et meget lille område der er et af de mest geniale forsøg på at gøre det til et spørgsmål.  Rasmus: Det er et meget lille område der er et af de mest geniale forsøg på at gøre det til et spørgsmål.  Det er et meget lille område. Det er jo ikke,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,11,15,0,sms,0.52,dan,1.0
".
Danish<|endoftext|>",  The first thing the god created was the earth and the earth. The earth and the earth was the earth and the earth.  The first thing the earth and the earth were the earth and the earth.  The first thing the earth and the earth were the earth and the earth.  The first thing the earth and the earth was the earth and the earth.  The first thing the earth and the earth was the earth and the,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,12,15,0,eng,0.9,eng,1.0
